age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
20,No,rarely,research_&_development,1,3,life_sciences,657,4,Female,83,2,1,research_scientist,2.0,single,2836.0,1,No,13,3,4,0,1,0.0,4,1,0,0,0.0
42,No,rarely,research_&_development,2,4,life_sciences,659,3,Female,81,3,2,healthcare_representative,4.0,married,4089.0,1,No,13,3,2,2,10,4.0,3,10,2,2,2.0
43,No,rarely,research_&_development,6,4,other,661,2,Male,50,2,4,research_director,4.0,divorced,16627.0,4,Yes,14,3,3,1,21,3.0,2,1,0,0,0.0
38,No,rarely,research_&_development,1,1,life_sciences,662,3,Female,43,3,1,research_scientist,1.0,Desconocido,2619.0,3,No,17,3,4,0,8,3.0,2,0,0,0,0.0
43,No,frequently,research_&_development,9,5,medical,663,4,Male,72,3,2,laboratory_technician,3.0,divorced,5679.0,3,Yes,13,3,2,1,10,3.0,3,8,7,4,7.0
48,No,rarely,research_&_development,1,4,life_sciences,664,4,Female,40,2,4,manager,1.0,married,15402.0,7,No,11,3,1,1,21,3.0,1,3,2,0,2.0
44,No,rarely,human_resources,1,4,life_sciences,665,1,Female,50,2,2,human_resources,3.0,single,5985.0,4,No,11,3,2,0,10,1.0,4,2,2,0,2.0
34,No,rarely,sales,14,3,technical_degree,666,3,Female,31,3,1,sales_representative,3.0,divorced,2579.0,1,Yes,18,3,4,2,8,3.0,3,8,2,0,6.0
27,Yes,rarely,sales,2,1,marketing,667,3,Male,85,3,1,sales_representative,1.0,divorced,3041.0,0,No,11,3,2,1,5,3.0,3,4,3,0,2.0
21,No,rarely,sales,22,1,technical_degree,669,3,Male,49,3,1,sales_representative,3.0,single,3447.0,1,No,11,3,3,0,3,2.0,3,3,2,1,2.0
44,No,rarely,research_&_development,3,4,other,671,4,Male,35,3,5,manager,4.0,married,19513.0,4,Yes,12,3,1,1,26,2.0,4,2,2,0,1.0
22,No,rarely,research_&_development,6,1,medical,675,1,Male,69,3,1,research_scientist,3.0,Desconocido,2773.0,0,No,20,4,4,0,3,3.0,3,2,2,2,2.0
33,No,rarely,sales,8,4,marketing,677,3,Male,39,3,2,sales_executive,3.0,Desconocido,7104.0,0,No,12,3,4,0,6,3.0,3,5,0,1,2.0
32,No,rarely,research_&_development,9,4,life_sciences,679,1,Female,92,3,2,research_scientist,4.0,married,6322.0,1,Yes,12,3,4,1,6,2.0,2,6,4,0,5.0
30,No,frequently,research_&_development,3,3,medical,680,3,Female,71,3,1,research_scientist,3.0,divorced,2083.0,1,No,20,4,3,1,1,2.0,3,1,0,0,0.0
53,No,rarely,sales,1,1,medical,682,4,Female,34,3,2,sales_executive,1.0,single,8381.0,7,No,20,4,4,0,18,2.0,4,14,7,8,10.0
34,No,rarely,research_&_development,1,5,life_sciences,683,2,Male,42,3,1,research_scientist,4.0,married,2691.0,1,No,12,3,4,1,10,3.0,2,10,9,8,8.0
45,Yes,frequently,sales,26,4,life_sciences,684,1,Female,100,3,2,sales_executive,1.0,married,4286.0,2,No,14,3,4,2,5,4.0,3,1,1,0,0.0
26,No,rarely,research_&_development,6,3,life_sciences,686,3,Female,71,3,1,laboratory_technician,4.0,married,2659.0,1,Yes,13,3,3,1,3,2.0,3,3,2,0,2.0
37,No,rarely,research_&_development,3,3,other,689,3,Male,36,3,3,manufacturing_director,3.0,married,9434.0,1,No,15,3,3,1,10,2.0,3,10,7,7,8.0
29,No,rarely,sales,3,2,medical,690,2,Female,62,3,2,sales_executive,3.0,married,5561.0,1,No,14,3,1,1,6,5.0,2,6,0,1,2.0
35,No,rarely,research_&_development,6,4,life_sciences,691,2,Male,82,1,2,research_scientist,4.0,single,6646.0,1,No,13,3,2,0,17,3.0,3,17,11,11,8.0
33,No,frequently,research_&_development,6,3,life_sciences,692,3,Male,30,3,2,healthcare_representative,4.0,divorced,7725.0,3,No,23,4,3,1,15,2.0,1,13,11,4,7.0
36,No,rarely,human_resources,19,4,medical,698,3,Male,88,3,3,human_resources,2.0,married,10725.0,2,No,15,3,3,1,16,1.0,4,9,7,7,1.0
36,No,rarely,research_&_development,9,2,medical,699,2,Male,48,2,2,manufacturing_director,2.0,divorced,8847.0,2,Yes,11,3,3,1,13,2.0,3,3,2,0,2.0
27,No,rarely,research_&_development,3,4,medical,700,1,Male,54,2,1,research_scientist,4.0,single,2045.0,0,No,13,3,4,0,5,0.0,3,4,2,1,1.0
20,Yes,rarely,research_&_development,10,1,medical,701,4,Male,32,3,1,research_scientist,3.0,single,1009.0,1,Yes,11,3,4,0,1,5.0,3,1,0,1,1.0
33,Yes,frequently,research_&_development,3,3,life_sciences,702,1,Male,70,3,1,research_scientist,1.0,single,3348.0,1,Yes,11,3,1,0,10,3.0,3,10,8,9,7.0
35,No,non_travel,research_&_development,3,3,life_sciences,704,3,Male,41,2,1,laboratory_technician,3.0,married,1281.0,1,No,18,3,3,2,1,3.0,3,1,0,0,0.0
23,No,rarely,research_&_development,4,3,medical,705,1,Male,58,4,1,research_scientist,1.0,married,2819.0,2,No,16,3,1,1,5,3.0,4,3,2,0,2.0
25,No,rarely,sales,8,3,life_sciences,707,4,Male,57,4,2,sales_executive,2.0,Desconocido,4851.0,0,No,22,4,3,1,4,4.0,3,3,2,1,2.0
38,No,rarely,sales,7,4,marketing,709,4,Female,46,2,2,sales_executive,4.0,single,4028.0,0,No,20,4,1,0,8,2.0,3,7,7,0,5.0
29,No,frequently,research_&_development,1,4,life_sciences,710,2,Male,76,1,1,research_scientist,4.0,divorced,2720.0,1,No,18,3,4,1,10,5.0,3,10,7,2,8.0
48,No,rarely,sales,2,1,marketing,712,2,Male,56,4,2,sales_executive,2.0,married,8120.0,3,No,12,3,4,0,12,3.0,3,2,2,2,2.0
27,No,frequently,sales,3,1,medical,714,4,Female,71,4,2,sales_executive,4.0,divorced,4647.0,1,Yes,20,4,2,2,6,3.0,3,6,5,0,4.0
37,No,rarely,research_&_development,10,2,life_sciences,715,4,Male,80,4,1,research_scientist,4.0,single,4680.0,3,No,17,3,1,0,4,2.0,3,1,0,0,0.0
50,No,rarely,research_&_development,28,1,medical,716,4,Male,74,4,1,laboratory_technician,3.0,married,3221.0,1,Yes,11,3,3,3,20,3.0,3,20,8,3,4.068783068783069
34,No,rarely,research_&_development,9,3,medical,717,4,Female,46,2,3,healthcare_representative,2.0,single,8621.0,1,No,14,3,2,0,9,3.0,4,8,7,7,7.0
24,Yes,rarely,sales,3,2,life_sciences,720,1,Female,65,3,2,sales_executive,3.0,single,4577.0,9,No,14,3,1,0,4,3.0,3,2,2,2,0.0
36,No,rarely,research_&_development,2,4,technical_degree,721,4,Female,80,2,2,healthcare_representative,3.0,single,4553.0,1,No,11,3,1,0,20,4.0,3,20,7,11,10.0
36,No,rarely,sales,10,3,marketing,722,4,Male,55,3,2,sales_executive,4.0,single,5396.0,1,No,12,3,4,0,10,2.0,2,10,7,0,8.0
50,Yes,frequently,sales,8,2,technical_degree,723,2,Male,50,3,2,sales_executive,3.0,married,6796.0,3,Yes,14,3,1,1,18,4.0,3,4,3,1,3.0
38,No,rarely,research_&_development,1,4,life_sciences,724,2,Female,33,4,2,healthcare_representative,4.0,single,7625.0,0,No,13,3,3,0,10,3.0,2,9,7,1,4.068783068783069
27,No,rarely,research_&_development,1,2,life_sciences,725,3,Female,68,3,3,manufacturing_director,1.0,married,7412.0,1,No,11,3,4,0,9,3.0,3,9,7,0,4.068783068783069
32,No,rarely,research_&_development,3,2,life_sciences,727,3,Female,39,3,3,research_director,4.0,single,11159.0,3,No,15,3,4,0,10,6.0,3,7,7,7,7.0
47,No,rarely,sales,14,4,marketing,728,4,Male,42,3,2,sales_executive,1.0,single,4960.0,2,No,12,3,4,0,20,2.0,3,7,7,1,7.0
40,No,frequently,sales,5,4,life_sciences,729,4,Male,48,2,3,sales_executive,1.0,married,10475.0,5,No,21,4,3,1,20,2.0,3,18,13,1,4.068783068783069
53,No,rarely,research_&_development,7,3,life_sciences,730,3,Male,59,4,4,research_director,3.0,married,14814.0,3,No,19,3,3,0,32,3.0,3,5,1,1,3.0
36,No,rarely,human_resources,10,4,human_resources,731,2,Male,73,2,5,manager,4.0,divorced,19141.0,3,No,15,3,2,3,23,2.0,2,21,6,12,6.0
60,No,rarely,sales,16,4,marketing,732,1,Male,84,3,2,sales_executive,1.0,single,5405.0,8,No,14,3,4,0,10,3.0,3,2,2,2,2.0
27,No,frequently,research_&_development,10,2,life_sciences,733,4,Male,32,3,3,manufacturing_director,1.0,divorced,8793.0,1,No,21,4,3,2,9,4.0,2,9,7,1,7.0
41,No,rarely,human_resources,1,3,human_resources,734,4,Male,59,2,5,manager,3.0,married,19189.0,1,No,12,3,2,1,22,3.0,3,22,7,2,10.0
50,No,rarely,sales,8,4,marketing,738,4,Male,54,3,1,sales_representative,2.0,married,3875.0,7,No,15,3,4,1,4,2.0,3,2,2,2,2.0
28,Yes,rarely,research_&_development,1,2,life_sciences,741,1,Female,67,1,1,research_scientist,2.0,single,2216.0,7,Yes,13,3,4,0,10,4.0,3,7,7,3,7.0
36,No,non_travel,research_&_development,8,3,life_sciences,742,1,Female,63,4,3,research_director,1.0,married,11713.0,9,No,14,3,1,1,10,2.0,3,8,7,0,5.0
36,No,rarely,research_&_development,1,3,life_sciences,743,3,Female,81,3,3,manufacturing_director,3.0,single,7861.0,4,No,14,3,4,0,10,4.0,4,1,0,0,0.0
44,No,non_travel,research_&_development,24,3,medical,744,1,Male,49,1,1,laboratory_technician,3.0,single,3708.0,2,No,14,3,3,0,9,3.0,3,5,2,1,4.0
47,No,frequently,sales,3,3,medical,746,4,Female,49,3,4,sales_executive,3.0,divorced,13770.0,9,Yes,12,3,4,2,28,2.0,2,22,2,11,13.0
30,No,rarely,sales,27,5,marketing,747,3,Male,99,3,2,sales_executive,4.0,divorced,5304.0,7,No,23,4,4,1,10,2.0,2,8,7,7,7.0
29,No,rarely,sales,10,3,life_sciences,749,3,Male,99,3,1,sales_representative,3.0,single,2642.0,1,No,11,3,3,0,1,6.0,3,1,0,0,0.0
42,Yes,frequently,research_&_development,19,3,medical,752,3,Male,57,4,1,research_scientist,3.0,divorced,2759.0,6,Yes,12,3,4,0,7,2.0,3,2,2,2,2.0
43,No,frequently,sales,15,3,life_sciences,754,4,Male,47,2,2,sales_executive,3.0,married,6804.0,3,No,18,3,3,1,7,5.0,3,2,2,2,2.0
34,No,rarely,research_&_development,8,2,medical,757,2,Female,96,3,2,healthcare_representative,3.0,single,6142.0,3,No,11,3,4,0,10,2.0,3,5,1,4,3.0
23,No,rarely,research_&_development,9,1,medical,758,2,Male,37,3,1,laboratory_technician,1.0,married,2500.0,1,No,14,3,4,1,5,2.0,4,4,3,0,2.0
39,No,rarely,human_resources,3,3,human_resources,760,3,Female,44,4,2,human_resources,2.0,married,6389.0,9,No,15,3,3,1,12,3.0,1,8,3,3,6.0
56,No,rarely,research_&_development,9,3,medical,762,3,Male,81,3,4,healthcare_representative,4.0,married,11103.0,7,No,11,3,3,0,30,1.0,2,10,7,1,1.0
40,No,rarely,research_&_development,2,1,medical,763,4,Female,86,2,1,research_scientist,4.0,single,2342.0,0,Yes,20,4,4,0,5,2.0,2,4,2,2,4.068783068783069
27,No,rarely,research_&_development,7,3,medical,764,4,Female,55,2,2,healthcare_representative,1.0,single,6811.0,8,No,19,3,1,0,9,2.0,1,7,6,0,7.0
29,No,rarely,sales,10,3,marketing,766,4,Male,83,3,1,sales_representative,2.0,divorced,2297.0,1,No,14,3,4,2,2,2.0,3,2,2,2,2.0
53,No,rarely,research_&_development,6,3,life_sciences,769,4,Male,86,3,2,laboratory_technician,4.0,single,2450.0,2,No,17,3,4,0,19,4.0,3,2,2,2,2.0
35,No,rarely,research_&_development,2,4,life_sciences,771,4,Female,61,3,2,healthcare_representative,1.0,divorced,5093.0,2,No,11,3,1,1,16,2.0,4,1,0,0,0.0
32,No,frequently,research_&_development,24,4,life_sciences,772,1,Male,80,3,2,laboratory_technician,4.0,married,5309.0,1,No,15,3,4,2,10,2.0,3,10,8,4,7.0
38,No,rarely,research_&_development,2,5,medical,773,4,Male,92,3,1,research_scientist,3.0,married,3057.0,6,Yes,13,3,2,1,6,0.0,1,1,0,0,1.0
34,No,rarely,research_&_development,8,5,life_sciences,775,2,Female,32,3,2,manufacturing_director,1.0,divorced,5121.0,3,No,14,3,3,1,7,3.0,3,0,0,0,0.0
52,No,rarely,sales,3,4,marketing,776,3,Male,31,2,4,manager,1.0,married,16856.0,1,No,11,3,1,0,34,3.0,4,34,6,1,16.0
33,Yes,rarely,research_&_development,1,4,other,780,4,Male,63,3,1,research_scientist,4.0,single,2686.0,1,Yes,13,3,3,0,10,2.0,2,10,9,7,8.0
25,No,rarely,sales,26,1,other,781,3,Female,32,3,2,sales_executive,4.0,single,6180.0,1,No,23,4,2,0,6,5.0,2,6,5,1,4.068783068783069
45,No,rarely,sales,2,2,technical_degree,783,2,Male,46,1,2,sales_representative,3.0,Desconocido,6632.0,0,No,13,3,1,0,9,3.0,3,8,7,3,1.0
23,No,rarely,research_&_development,10,1,medical,784,1,Male,79,4,1,research_scientist,3.0,single,3505.0,1,No,18,3,4,0,2,3.0,3,2,2,0,2.0
47,Yes,frequently,sales,27,2,life_sciences,785,2,Female,77,4,2,sales_executive,3.0,single,6397.0,4,Yes,12,3,4,0,8,2.0,3,5,4,1,4.068783068783069
34,No,rarely,sales,2,3,other,786,4,Male,60,3,2,sales_executive,4.0,single,6274.0,1,No,22,4,3,0,6,3.0,3,6,5,1,4.0
55,Yes,rarely,research_&_development,2,3,medical,787,4,Male,78,3,5,manager,3.0,married,19859.0,5,Yes,13,3,4,1,24,2.0,3,5,2,1,4.0
36,No,non_travel,sales,8,4,life_sciences,789,1,Male,76,2,3,sales_executive,1.0,single,7587.0,1,No,15,3,2,0,10,1.0,3,10,7,0,4.068783068783069
52,No,non_travel,research_&_development,19,4,medical,791,4,Male,41,3,1,research_scientist,4.0,married,4258.0,0,No,18,3,1,1,5,3.0,3,4,3,1,2.0
26,No,frequently,research_&_development,1,2,life_sciences,792,1,Female,71,1,1,laboratory_technician,4.0,divorced,4364.0,3,No,14,3,1,1,5,2.0,3,2,2,2,0.0
29,No,rarely,research_&_development,27,3,medical,793,2,Female,66,3,2,healthcare_representative,3.0,married,4335.0,4,No,12,3,1,1,11,3.0,2,8,7,1,1.0
36,Yes,rarely,sales,8,3,technical_degree,796,4,Male,38,2,2,sales_executive,1.0,single,5326.0,6,No,17,3,3,0,6,2.0,2,4,3,1,2.0
34,No,rarely,research_&_development,1,4,life_sciences,797,2,Female,72,4,1,research_scientist,4.0,single,3280.0,2,No,16,3,3,0,10,2.0,3,4,2,1,3.0
54,No,rarely,research_&_development,19,4,medical,799,4,Female,95,3,2,manufacturing_director,1.0,divorced,5485.0,9,Yes,11,3,2,2,9,4.0,3,5,3,1,4.0
27,No,frequently,sales,8,1,marketing,800,3,Male,84,3,2,sales_executive,4.0,Desconocido,4342.0,0,No,19,3,2,1,5,3.0,3,4,2,1,1.0
37,No,rarely,research_&_development,10,1,life_sciences,802,4,Female,82,3,1,research_scientist,1.0,divorced,2782.0,0,Yes,13,3,2,2,6,3.0,2,5,3,4,3.0
38,No,frequently,research_&_development,2,4,life_sciences,803,1,Female,75,4,2,manufacturing_director,1.0,single,5980.0,6,Yes,12,3,4,0,17,2.0,3,15,7,4,4.068783068783069
34,No,rarely,research_&_development,2,4,medical,804,3,Female,86,2,1,research_scientist,1.0,single,4381.0,1,No,11,3,3,0,6,3.0,3,6,5,1,3.0
35,No,rarely,sales,8,4,life_sciences,805,1,Female,72,3,1,sales_representative,4.0,married,2572.0,1,No,16,3,2,1,3,1.0,2,3,2,0,2.0
30,No,rarely,research_&_development,1,3,life_sciences,806,4,Male,38,1,1,laboratory_technician,3.0,married,3833.0,3,No,21,4,3,2,7,2.0,3,2,2,0,2.0
40,No,frequently,research_&_development,2,2,medical,807,3,Female,38,4,2,healthcare_representative,2.0,married,4244.0,1,No,24,4,4,1,8,2.0,3,8,7,3,4.068783068783069
34,No,rarely,sales,8,2,life_sciences,808,3,Female,93,3,2,sales_executive,1.0,married,6500.0,5,No,17,3,2,1,6,1.0,3,3,2,1,2.0
42,No,frequently,research_&_development,8,3,life_sciences,809,2,Male,66,3,5,manager,4.0,divorced,18430.0,1,No,13,3,2,1,24,4.0,2,24,7,14,9.0
23,Yes,rarely,research_&_development,6,3,life_sciences,811,3,Male,63,4,1,laboratory_technician,1.0,married,1601.0,1,Yes,21,4,3,2,1,2.0,3,0,0,0,0.0
24,No,non_travel,research_&_development,9,3,life_sciences,812,3,Male,60,2,1,laboratory_technician,2.0,Desconocido,2694.0,1,No,11,3,3,3,1,4.0,3,1,0,0,0.0
52,No,rarely,research_&_development,11,4,life_sciences,813,4,Female,82,3,2,laboratory_technician,3.0,married,3149.0,8,No,20,4,2,1,9,3.0,3,5,2,1,4.0
50,No,rarely,research_&_development,2,3,medical,815,3,Male,64,3,4,research_director,3.0,married,17639.0,5,No,16,3,4,0,30,3.0,3,4,3,0,4.068783068783069
29,Yes,rarely,research_&_development,1,2,life_sciences,816,2,Female,36,2,1,laboratory_technician,1.0,married,2319.0,1,Yes,11,3,4,1,1,1.0,3,1,0,0,0.0
33,No,rarely,research_&_development,7,3,medical,817,3,Male,49,3,3,research_director,3.0,married,11691.0,0,No,11,3,4,0,14,3.0,4,13,9,3,7.0
33,Yes,rarely,sales,16,3,marketing,819,1,Female,69,3,2,sales_executive,1.0,Desconocido,5324.0,5,No,15,3,3,0,6,3.0,3,3,2,0,2.0
47,No,rarely,research_&_development,2,2,other,820,3,Female,33,3,4,manager,4.0,married,16752.0,1,Yes,11,3,3,1,26,3.0,2,26,14,3,0.0
36,No,rarely,research_&_development,1,3,other,823,3,Female,35,3,2,manufacturing_director,2.0,married,5228.0,0,No,15,3,1,1,10,2.0,3,9,7,0,5.0
29,No,rarely,research_&_development,23,2,life_sciences,824,3,Male,81,4,1,research_scientist,3.0,married,2700.0,1,No,24,4,3,1,10,3.0,3,10,7,0,7.0
58,Yes,rarely,research_&_development,2,4,life_sciences,825,4,Male,31,3,5,research_director,2.0,single,19246.0,7,Yes,12,3,4,0,40,2.0,3,31,15,13,8.0
35,No,rarely,research_&_development,1,4,life_sciences,826,4,Female,40,4,1,research_scientist,3.0,single,2506.0,3,No,13,3,3,0,7,0.0,3,2,2,2,2.0
42,No,rarely,research_&_development,1,2,life_sciences,827,4,Female,43,2,2,manufacturing_director,4.0,married,6062.0,9,Yes,13,3,4,1,8,4.0,3,4,3,0,2.0
28,Yes,rarely,research_&_development,2,4,medical,828,3,Male,46,3,1,research_scientist,3.0,single,4382.0,6,No,17,3,4,0,5,3.0,2,2,2,2,1.0
36,No,rarely,human_resources,13,3,human_resources,829,3,Male,36,3,1,human_resources,2.0,married,2143.0,4,No,13,3,2,1,8,2.0,3,5,2,0,4.0
36,No,rarely,research_&_development,4,3,life_sciences,830,3,Female,98,2,2,manufacturing_director,3.0,married,6162.0,1,No,12,3,3,1,14,3.0,3,14,13,6,8.0
40,No,frequently,research_&_development,16,4,medical,832,1,Male,51,2,2,laboratory_technician,3.0,single,5094.0,6,No,14,3,4,0,10,6.0,3,1,0,0,0.0
30,No,rarely,research_&_development,2,3,medical,833,3,Female,52,2,2,manufacturing_director,4.0,single,6877.0,5,Yes,24,4,2,0,12,4.0,2,0,0,0,0.0
45,No,rarely,research_&_development,2,3,other,834,2,Female,95,2,1,research_scientist,3.0,single,2274.0,1,No,14,3,4,0,1,3.0,3,1,0,0,0.0
42,No,rarely,research_&_development,29,3,life_sciences,836,2,Male,98,3,2,manufacturing_director,2.0,married,4434.0,1,No,13,3,4,1,10,3.0,2,9,8,7,4.068783068783069
38,No,rarely,research_&_development,12,3,life_sciences,837,1,Male,45,2,2,healthcare_representative,1.0,divorced,6288.0,2,No,15,3,3,1,13,3.0,2,4,3,1,2.0
34,No,frequently,research_&_development,16,4,life_sciences,838,3,Female,100,2,1,research_scientist,4.0,single,2553.0,1,No,16,3,3,0,6,3.0,3,5,2,1,3.0
36,Yes,rarely,sales,11,3,marketing,840,3,Female,43,3,3,sales_executive,4.0,married,7654.0,1,No,18,3,1,2,9,3.0,4,9,8,7,7.0
55,Yes,rarely,sales,2,1,medical,842,3,Male,37,3,2,sales_executive,3.0,single,5160.0,4,No,16,3,3,0,12,3.0,2,9,7,7,3.0
43,No,rarely,research_&_development,14,2,life_sciences,843,2,Male,94,3,4,research_director,1.0,married,17159.0,6,No,24,4,3,1,22,3.0,3,4,1,1,4.068783068783069
27,No,rarely,research_&_development,5,1,technical_degree,844,3,Male,42,2,3,research_director,4.0,divorced,12808.0,1,Yes,16,3,2,1,9,3.0,3,9,8,0,8.0
35,No,rarely,research_&_development,7,3,other,845,3,Male,59,3,3,manufacturing_director,3.0,single,10221.0,3,No,21,4,2,0,17,3.0,4,8,5,1,6.0
28,No,rarely,sales,2,4,marketing,846,2,Female,81,3,2,sales_executive,2.0,Desconocido,4779.0,1,Yes,20,4,1,0,8,2.0,3,8,7,7,5.0
34,No,rarely,human_resources,3,2,human_resources,847,3,Male,88,3,1,human_resources,4.0,married,3737.0,0,No,19,3,3,1,4,1.0,1,3,2,0,2.0
36,Yes,frequently,research_&_development,5,2,medical,848,3,Female,88,2,1,research_scientist,3.0,married,2366.0,1,Yes,14,3,1,1,8,2.0,3,8,7,1,7.0
27,No,non_travel,research_&_development,3,3,medical,850,4,Male,50,3,1,research_scientist,4.0,married,1706.0,1,No,11,3,3,3,0,6.0,2,0,0,0,0.0
51,No,rarely,sales,26,4,marketing,851,1,Female,66,3,4,manager,3.0,married,16307.0,2,No,14,3,3,1,29,2.0,2,20,6,4,17.0
44,No,rarely,research_&_development,4,3,medical,852,4,Male,50,3,2,healthcare_representative,2.0,single,5933.0,9,No,12,3,4,0,10,2.0,2,5,2,2,3.0
25,No,rarely,research_&_development,2,1,medical,854,1,Male,65,4,1,research_scientist,1.0,single,3424.0,7,No,13,3,3,0,6,3.0,2,4,3,0,1.0
33,No,rarely,sales,1,3,medical,855,1,Male,48,4,2,sales_executive,1.0,divorced,4037.0,1,No,22,4,1,1,9,5.0,3,9,8,0,8.0
35,No,rarely,research_&_development,27,1,medical,856,3,Female,53,2,1,research_scientist,1.0,single,2559.0,1,No,11,3,4,0,6,3.0,2,6,5,1,1.0
36,No,rarely,sales,1,2,life_sciences,857,2,Male,56,3,2,sales_executive,4.0,Desconocido,6201.0,1,Yes,14,3,4,1,18,1.0,2,18,14,4,11.0
32,No,rarely,sales,13,4,life_sciences,859,2,Male,73,3,2,sales_executive,4.0,divorced,4403.0,2,No,11,3,3,1,8,3.0,2,5,2,0,3.0
30,No,frequently,research_&_development,5,4,life_sciences,861,2,Male,75,2,1,research_scientist,4.0,divorced,3761.0,9,No,12,3,2,1,10,3.0,2,5,4,0,3.0
53,No,rarely,sales,7,2,marketing,862,1,Female,78,2,3,sales_executive,4.0,married,10934.0,7,Yes,18,3,4,1,35,3.0,3,5,2,0,4.0
45,No,rarely,sales,9,3,marketing,864,4,Male,74,3,3,sales_executive,1.0,divorced,10761.0,4,Yes,12,3,3,1,18,2.0,3,5,4,0,2.0
32,No,rarely,research_&_development,8,2,other,865,3,Female,91,4,2,research_scientist,3.0,married,5175.0,5,No,12,3,3,1,9,3.0,2,5,3,1,3.0
52,No,frequently,research_&_development,25,4,medical,867,3,Female,81,2,4,manufacturing_director,4.0,married,13826.0,3,No,22,4,3,0,31,3.0,3,9,8,0,0.0
37,No,rarely,sales,16,4,marketing,868,4,Male,66,2,2,sales_executive,3.0,divorced,6334.0,4,No,19,3,4,2,9,2.0,3,1,0,0,0.0
28,No,rarely,human_resources,8,2,medical,869,2,Male,63,2,1,human_resources,4.0,divorced,4936.0,1,No,13,3,4,1,6,6.0,3,5,1,0,4.0
22,No,rarely,research_&_development,1,2,life_sciences,872,4,Male,33,2,2,manufacturing_director,4.0,married,4775.0,6,No,22,4,1,2,4,2.0,1,2,2,2,2.0
44,No,rarely,research_&_development,8,4,life_sciences,874,1,Male,62,4,1,laboratory_technician,4.0,married,2818.0,2,Yes,24,4,3,1,10,2.0,2,3,2,0,2.0
36,No,frequently,research_&_development,2,1,medical,875,2,Male,35,3,1,research_scientist,4.0,Desconocido,2515.0,5,Yes,14,3,4,0,8,2.0,3,2,1,2,2.0
36,No,rarely,human_resources,8,3,life_sciences,878,1,Male,77,2,1,human_resources,1.0,married,2342.0,0,No,21,4,3,0,6,3.0,3,5,4,0,3.0
25,No,rarely,sales,3,1,other,879,3,Male,98,3,2,sales_executive,1.0,Desconocido,4194.0,1,Yes,18,3,4,0,5,3.0,3,5,3,0,4.068783068783069
35,No,rarely,research_&_development,9,3,life_sciences,880,4,Female,66,2,3,manufacturing_director,3.0,married,10685.0,1,Yes,20,4,2,1,17,2.0,3,17,14,5,15.0
35,Yes,frequently,research_&_development,25,4,life_sciences,881,4,Female,96,3,1,research_scientist,2.0,divorced,2022.0,1,Yes,19,3,1,1,10,3.0,2,10,2,7,8.0
32,No,rarely,research_&_development,1,3,life_sciences,882,4,Male,61,3,1,laboratory_technician,4.0,divorced,2314.0,0,No,12,3,2,1,4,2.0,3,3,0,0,2.0
36,No,rarely,sales,4,1,marketing,885,3,Male,87,2,2,sales_executive,1.0,married,4256.0,1,No,12,3,1,0,5,1.0,4,5,2,0,3.0
49,No,rarely,research_&_development,1,3,technical_degree,887,3,Female,36,3,1,research_scientist,1.0,married,3580.0,2,No,16,3,2,1,7,2.0,3,4,2,0,2.0
24,No,non_travel,research_&_development,4,1,life_sciences,888,1,Male,46,2,1,laboratory_technician,4.0,married,3162.0,0,No,17,3,4,0,6,2.0,2,5,2,3,4.0
32,No,frequently,sales,5,2,life_sciences,889,2,Male,48,3,2,sales_executive,2.0,married,6524.0,1,No,14,3,4,1,10,3.0,3,10,8,5,3.0
38,No,rarely,sales,9,3,marketing,893,2,Male,98,2,1,sales_representative,2.0,married,2899.0,0,No,19,3,4,1,3,3.0,3,2,2,1,2.0
36,No,rarely,research_&_development,3,3,life_sciences,894,3,Female,95,4,2,laboratory_technician,4.0,married,5231.0,2,Yes,13,3,2,1,17,1.0,2,5,3,1,3.0
31,No,rarely,research_&_development,11,4,life_sciences,895,4,Male,48,3,1,research_scientist,4.0,married,2356.0,3,Yes,19,3,2,1,8,2.0,3,6,4,0,2.0
29,Yes,rarely,sales,1,3,medical,896,2,Female,48,2,1,sales_representative,3.0,divorced,2800.0,6,Yes,19,3,3,3,5,3.0,3,3,2,0,2.0
53,No,rarely,sales,8,3,marketing,897,1,Male,73,3,4,sales_executive,4.0,Desconocido,11836.0,5,No,14,3,3,1,28,3.0,3,2,0,2,4.068783068783069
35,No,rarely,research_&_development,25,3,technical_degree,899,4,Male,78,2,3,manufacturing_director,2.0,married,10903.0,3,No,16,3,1,0,16,2.0,3,13,10,4,8.0
